LIBID,Year,LibraryName,Address,City,ZIP,MailingAddress,MailingCity,MailingZIP,County,Phone,DistCoop,CentralLibrary,Branches,Bookmobiles,RegisteredUsers,RegisteredUsersAdded,LibrariansALAMLS,LibrariansTotal,OtherStaff,Volunteers,VolunteerHours,FriendsGroup,Foundation,StaffPositionsFT,StaffPositionsPTUnder20,StaffPositionsPTOver20,StaffPositionsTempOnCall,RevenueCity,RevenueCounty,RevenueDistrict,RevenueState,RevenueLSTA,RevenueErate,RevenueOtherFed,RevenueOtherOperating,CaptialRevenueLocal,CapitalRevenueState,CapitalRevenueFed,CapitalRevenueOther,ExpendituresSalariesWages,ExpendituresBenefits,ExpendituresPrintMaterials,ExpendituresPeriodicals,ExpendituresElectronicMaterials,ExpendituresOtherMaterials,ExpendituresOtherOperating,ExpendituresServiceCharges,CapitalExpendituresConstruction,CapitalExpendituresEquipment,CapitalExpendituresOther,CollectionBooks,CollectionBooksAdded,CollectionPhysicalAudio,CollectionPhysicalAudioAdded,CollectionVideosPhysical,CollectionVideosPhysicalAdded,CollectionOtherMaterials,CollectionOtherMaterialsAdded,CollectionEbooksODLC,CollectionEbooksODLCAdded,CollectionEbooksLocal,CollectionEbooksLocalAdded,CollectionAudiobooksODLC,CollectionAudiobooksODLCAdded,CollectionAudiobooksLocal,CollectionAudiobooksLocalAdded,CollectionDigitalVideosODLC,CollectionDigitalVideosODLCAdded,CollectionDigitalVideosLocal,CollectionDigitalVideosLocalAdded,CollectionPhysicalSpanish,CollectionDigitalSpanish,CollectionOtherLanguages,CollectionDatabasesLocal,CollectionDatabasesLocalAdded,CollectionStatewideDatabases,CollectionStatewideDatabasesAdded,DatabaseUsageStatewide,DatabaseUsageLocal,CircAdult,CircAdultRenewals,CircYA,CircYARenewals,CircChildrens,CircChildrensRenewals,CircOtherMaterials,CircOtherMaterialsRenewals,CircNoAgeCategory,CircNoAgeCategoryRenewals,CircODLC,CircEcontentLocal,CircNetworkLoans,CircILLLoans,CircNetworkBorrows,CircILLBorrows,CircNonresidents,ReferenceTransactions,ReferenceTransactionsMethod,MeetingRoomUse,ProgramsSummerReading,ProgramsKids0-11,ProgramsKids0-11Attendance,ProgramsKids0-5,ProgramsKids0-5Attendance,ProgramsKids6-11,ProgramsKids6-11Attendance,ProgramsYA12-18,ProgramsYA12-18Attendance,ProgramsAdults,ProgramsAdultsAttendance,ProgramsGeneralInterest,ProgramsGeneralInterestAttendance,ProgramsInPersonOnsite,ProgramsInPersonOnsiteAttendance,ProgramsInPersonOffsite,ProgramsInPersonOffsiteAttendance,ProgramsVirtual,ProgramsVirtualAttendance,ProgramsRecorded,ProgramsRecordedViews,ProgramsSelfDirected,ProgramsSelfDirectedParticipants,TechPublicComputersSessions,TechPublicComputersMethod,TechPublicComputers,TechWiFiScenario,TechWiFiSessions,TechWiFiSessionsMethod,TechDownloadSpeed,TechUploadSpeed,TechSharedILS,TechILSProductName,TechWebsiteVisits,HoursWeekday,HoursWeekdayEvening,HoursWeekend,HoursWeekendEvening,WeeksOpenYear,HoursOpenYear,LibraryVisits,LibraryVisitsMethod,FacilitiesSqFtCentral,FacilitiesSqFtTotal,FacilitiesConstructionDate,FacilitiesRemodelDate,FinesAdultMaterials,FinesChildrensMaterials,FinesYAMaterials,FeesILL,FeesNonresident,SalaryDirectorHourlyLow,SalaryDirectorHourlyHigh,SalarySupervisoryLibHourlyLow,SalarySupervisoryLibHourlyHigh,SalaryLibrarianHourlyLow,SalaryLibrarianHourlyHigh,SalaryLibAssistHourlyLow,SalaryLibAssistHourlyHigh,SalaryLibClerkHourlyLow,SalaryLibClerkHourlyHigh,PopulationServed,InterlibraryRelationshipCode,LegalBasisCode,AdminStructureCode,PLSCPubLibDefinition,GeographicCode,Website
OR0141,2018,North Plains Public Library,31334 NW Commercial St,North Plains,97133,31360 NW Commercial St,North Plains,97133,Washington,503-647-5051,WCCLS,1,0,0,1604,,1,1,3.6,123,4920,TRUE,FALSE,,,,,149280,188535,0,1050,0,0,0,15192,0,0,0,0,188226,51979,23354,1523,0,4390,84585,,0,0,0,12772,1781,246,39,2549,422,45,16,0,0,62800,22369,0,0,23046,9911,,,0,0,,,,15,2,23,0,123,4513,24389,13434,2026,1378,17223,10949,0,0,,,0,6450,37464,343,41621,179,1211,3091,,,TRUE,150,5824,,,,,2,38,62,1201,,,,,,,,,,,,,5759,,10,,3260,,Greater than 201Mbps,,WCCLS,Polaris,28801,35,10,7,0,52,2643,47536,,2500,2500,,,0.25,,0,0,140,35.38,43.51,0,0,19.27,23.42,17.59,21.63,15.29,18.59,5029,ME,CI,SO,TRUE,CI1,
OR9005,2018,North Powder City Library,290 E St,North Powder,97867,PO Box 309,North Powder,97867,Union,541-898-2175,NONE,1,0,0,101,,0,0.3,0,3,34,FALSE,FALSE,,,,,12548,3000,0,1000,0,0,0,5535,0,0,0,0,8790,1037,1130,180,1362,100,3388,,0,0,0,6499,737,42,38,1747,35,1000,25,0,0,0,0,0,0,0,0,,,0,0,,,,0,0,23,0,0,0,1310,291,57,21,262,48,0,0,,,0,0,316,0,185,0,0,0,,,TRUE,20,300,,,,,0,0,0,0,,,,,,,,,,,,,336,,2,,0,,11M-100Mbps,,Sage,Evergreen,,10,1,0,0,52,620,1310,,771,771,,,0.1,,0.1,as charged by other library / OCLC cost,0,,,,,,,,,,,683,NO,CI,SO,TRUE,CI1,
OR0053,2018,Nyssa Public Library,319 Main St,Nyssa,97913,319 Main St,Nyssa,97913,Malheur,541-372-2978,NONE,1,0,0,1189,,0,0.75,1,36,185,TRUE,TRUE,,,,,108912,0,0,1000,0,1051,0,0,1000,0,0,0,46378,31462,4712,0,1138,250,25508,,0,0,852,27425,1035,490,52,426,33,14,14,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,1,0,23,0,,1535,5175,1466,1105,337,5236,1360,466,0,,,1535,0,946,0,1372,2,0,,,,TRUE,49,785,,,,,2,31,2,28,,,,,,,,,,,,,2270,,7,,n/a,,11M-100Mbps,,Sage,Evergreen,,20,4,5,0,52,1463,13726,,5000,5000,,,0.2,,0.2,0,30,0,0,0,0,0,0,0,0,0,0,3285,ME,CI,SO,TRUE,CI1,
OR0054,2018,Oakridge Public Library,48326 E 1st St,Oakridge,97463,PO Box 1410,Oakridge,97463,Lane,541-782-2258,NONE,1,0,0,716,,0,0.25,0,24,2008,FALSE,FALSE,,,,,25905,0,0,1000,0,0,0,0,0,0,0,0,9100,1155,2947,450,0,250,11900,,0,0,0,14933,906,790,139,1261,202,16,0,45061,5554,272,272,27310,3943,272,272,,,0,0,,,,0,0,23,0,0,0,6274,1184,177,42,2248,418,,,,,734,10,139,0,343,0,0,1246,,,TRUE,4,615,,,,,1,30,9,948,,,,,,,,,,,,,1375,,4,,1000,,11M-100Mbps,,Lane Council of Libraries,SirsiDynix,1000,28,3,4,0,52,1768,14108,,3200,3200,,,0.15,,0.15,0,20,,,,,,,,,,,3245,ME,CI,SO,TRUE,CI1,
OR0055,2018,Ontario Library District,388 SW 2nd Ave,Ontario,97914,388 SW 2nd Ave,Ontario,97914,Malheur,541-889-6371,NONE,1,0,1,6007,,0,4,4,10,725,TRUE,FALSE,,,,,0,6000,616727,21458,0,0,0,13236,0,0,0,0,255335,59069,81939,3620,7073,6764,126427,,0,0,0,114009,3562,743,103,2749,302,9725,1000,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,0,0,23,0,232,0,31708,7091,2528,1177,32606,7144,0,0,,,7230,0,4327,10,3295,2,50,24250,,,TRUE,409,8810,,,,,2,50,10,320,,,,,,,,,,,,,35600,,23,,0,,129-256K,,Sage,Evergreen,24971,35,6,6,0,52,2444,45800,,55000,55000,,,0.2,,0.2,0,40,15,30,0,0,10,15,10.5,13,10.5,11,26645,ME,LD,MO,TRUE,CO2,
OR0056,2018,Oregon City Public Library,606 John Adams St,Oregon City,97045,606 John Adams St,Oregon City,97045,Clackamas,503-657-8269,LINCC,1,0,0,19424,,4.3,4.3,10.6,32,4376,TRUE,TRUE,,,,,150000,0,2198861,8529,0,0,0,137829,0,0,0,0,788422,399895,102087,6090,41862,40121,641707,,37096,19417,0,34661,9942,5470,838,8633,1548,457,153,45061,5554,5050,1617,27310,3943,2369,748,,,0,0,,,,11,0,23,0,1270,20275,192671,85784,13850,8884,138350,56501,0,0,,,31092,8105,98260,238,171501,376,273702,10252,,,TRUE,391,15294,,,,,22,166,165,2910,,,,,,,,,,,,,21696,,15,,31916,,Greater than 201Mbps,,LINCC,SirsiDynix,73465,35,8,12,1,52,2824,420932,,21000,21000,,,0.25,,0.25,0,95,47.54,65.65,,,,,18.89,29.42,,,59585,ME,LD,SO,TRUE,CI2,
OR0135,2018,Oregon Trail Library District,200 S Main St,Boardman,97818,PO Box 849,Boardman,97818,Morrow,541-481-3365,NONE,1,2,0,3296,,1,1,5,11,460,TRUE,FALSE,,,,,0,0,436063,3642,0,0,0,29829,0,0,0,0,204185,100992,32108,990,6200,0,13047,,0,0,0,37542,2227,1811,60,1670,414,0,0,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,0,0,23,0,134,0,11628,1873,902,278,10517,1864,0,0,,,4938,0,2443,0,4540,0,,8320,,,TRUE,109,1170,,,,,91,297,46,99,,,,,,,,,,,,,21840,,21,,76650,,11M-100Mbps,,Sage,Evergreen,3650,22,6,4,0,32,1600,13624,,3000,10667,,,0.2,,,0,25,27.4,27.4,,,,,12,17.5,10,11.5,9972,ME,LD,MO,TRUE,OTH,
OR0059,2018,Pendleton Public Library,502 SW Dorion Ave,Pendleton,97801,502 SW Dorion Ave,Pendleton,97801,Umatilla,541-966-0380,UCSLD,1,0,0,7562,,2,2,5.5,26,1036,TRUE,TRUE,,,,,128310,0,473581,3014,0,0,0,98814,0,0,0,0,312798,106666,23715,4101,4708,7688,188024,,0,0,0,42798,1644,3251,147,2702,219,0,0,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,4,0,23,0,142,1436,23089,6176,5421,1368,27223,6501,18837,3558,,,9184,0,4324,0,6866,0,,4139,,,TRUE,182,3862,,,,,6,38,105,508,,,,,,,,,,,,,21720,,26,,n/a,,101M-200Mbps,,Sage,Evergreen,470583,35,12,7,0,52,2808,90088,,15000,15000,,,0.2,,,0,30,36.23,48.39,,,17.37,21.13,10.85,13.33,10.5,11.81,24184,ME,CI,SO,TRUE,CI2,
OR0061,2018,Pilot Rock Public Library,144 N Alder Pl,Pilot Rock,97868,PO Box 520,Pilot Rock,97868,Umatilla,541-443-3285,UCSLD,1,0,0,566,,0,1,0,0,0,FALSE,FALSE,,,,,0,0,54552,1000,0,0,0,0,0,0,0,0,24063,7176,7294,1131,0,2357,6950,,0,0,1250,8360,516,275,34,794,158,0,0,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,4,0,23,0,1,0,2634,433,106,35,833,180,,,,,498,0,1222,0,533,0,0,30,,,TRUE,13,162,,,,,0,0,9,34,,,,,,,,,,,,,539,,3,,1208,,129-256K,,Sage,Evergreen,40,30,5,0,0,52,1820,2742,,1000,1000,,,0.2,,0.2,0,40,,,,,,,,,,,2155,ME,CI,SO,TRUE,CI1,
OR0062,2018,Port Orford Public Library,1421 Oregon St,Port Orford,97465,PO Box 130,Port Orford,97465,Curry,541-332-5622,NONE,1,0,0,2985,,0,1.73,3,13,1547,TRUE,TRUE,,,,,0,0,130140,1000,0,0,0,128870,0,0,0,0,90400,15000,11500,1500,1000,1700,80100,,0,0,0,41613,2168,1646,191,3349,564,200,0,45061,5554,56,0,27310,3943,0,0,,,0,0,,,,12,0,23,0,2,0,26510,3317,4263,631,3441,258,158,53,,,1509,0,3091,18,2758,10,10075,1535,,,TRUE,201,3598,,,,,2,17,95,1906,,,,,,,,,,,,,8632,,8,,19271,,101M-200Mbps,,Curry County Library Network,Koha,2495,35,0,8,0,52,2130,45928,,10800,13500,,,0.15,,0.15,1.5,100,,,12.5,15,,,10.5,13,10.5,12,2375,ME,LD,MO,TRUE,OTH,
OR0066,2018,Rainier City Library,106 B St,Rainier,97048,PO Box 100,Rainier,97048,Columbia,503-556-7301,NONE,1,0,0,1390,,0,1,0,1,420,FALSE,FALSE,,,,,50000,0,7128,1000,0,0,0,300,0,0,0,0,21413,12550,2871,0,2000,340,7383,,0,0,0,11753,1753,260,20,688,238,0,0,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,0,0,23,0,0,0,,,,,,,3410,897,,,927,0,0,0,0,20,0,650,,,TRUE,3,35,,,,,0,0,0,0,,,,,,,,,,,,,800,,2,,n/a,,11M-100Mbps,,NONE,Library World,,24,4,7,0,52,1820,5200,,2640,2640,,,,,,0,0,,,,,,,,,,,1910,NO,CI,SO,TRUE,CI1,
OR0069,2018,Salem Public Library,585 Liberty St SE,Salem,97301,585 Liberty St SE,Salem,97301,Marion,503-588-6315,CCRLS,1,1,0,107676,,15.25,15.25,28.45,322,17281,TRUE,TRUE,,,,,4361065,0,604005,26404,0,0,0,245106,0,0,0,0,2402510,1379473,350024,25951,102978,33329,367875,,0,0,0,283289,30999,18368,1185,10671,822,878,102,45061,5554,3818,1113,27310,3943,937,565,,,0,0,,,,18,1,23,0,2656,158329,421280,145054,59275,25529,376089,146713,0,0,,,147788,15236,55725,363,76692,1334,223957,43758,,,TRUE,1131,63527,,,,,137,3308,430,11942,,,,,,,,,,,,,52944,,57,,161460,,101M-200Mbps,,CCRLS,SirsiDynix,233401,28,13,11,1,52,2686,514604,,91148,97148,,,0.25,,0.15,1,60,50.14,67.39,31.01,41.67,24.52,29.95,20.92,25.52,15.34,23.55,163480,ME,CI,MO,TRUE,CI2,
OR0071,2018,Sandy Public Library,38980 Proctor Blvd,Sandy,97055,38980 Proctor Blvd,Sandy,97055,Clackamas,503-668-5537,LINCC,1,1,0,15657,,3,3,10.82,142,9240,TRUE,FALSE,,,,,155646,0,1201072,4891,0,0,0,181010,0,0,0,0,748698,332295,50457,4197,22271,23267,361434,,0,0,0,53925,5150,4312,539,9829,2026,158,57,45061,5554,5050,1617,27310,3943,2369,748,,,0,0,,,,11,0,23,0,698,11130,143751,74322,6779,3664,61785,29620,0,0,,,18775,4541,109616,355,95079,229,171796,6780,,,TRUE,432,9344,,,,,125,2723,159,4794,,,,,,,,,,,,,19463,,30,,20000,,Greater than 201Mbps,,LINCC,SirsiDynix,40350,35,10,11,0,52,2846,174484,,11620,13529,,,0.25,,,0,95,36.32,46.36,,,24.16,30.83,20.52,26.19,16.58,21.16,32721,ME,LD,MO,TRUE,CI2,
OR0072,2018,Scappoose Public Library District,52469 SE 2nd St,Scappoose,97056,PO Box 400,Scappoose,97056,Columbia,503-543-7123,NONE,1,0,0,5015,,2,2,2.85,15,955,TRUE,FALSE,,,,,0,0,291111,1933,0,0,0,29151,0,0,0,0,158341,28507,17283,1854,4633,6000,91466,,0,0,3643,27393,2919,1530,62,2758,406,36,36,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,1,1,23,0,191,160,20026,2907,1213,214,18640,3289,0,0,,,9142,0,0,0,0,67,1984,3638,,,TRUE,119,4906,,,,,15,211,7,70,,,,,,,,,,,,,7575,,10,,3600,,11M-100Mbps,,NONE,SirsiDynix,7300,35,11,5,0,52,2606,46098,,11020,11020,,,0.2,,0.1,0,25,,,14.41,15.31,,,,,,,12454,NO,LD,SO,TRUE,OTH,
OR0073,2018,Scio Public Library,38957 NW 1st Ave,Scio,97374,PO Box 37,Scio,97374,Linn,503-304-3342,NONE,1,0,0,755,,0,1,0,18,367,TRUE,FALSE,,,,,71920,0,0,1000,0,0,0,18095,0,0,0,0,52874,19046,3960,574,0,574,4123,,0,0,0,10557,512,363,39,579,21,47,0,0,0,0,0,0,0,0,0,,,0,0,,,,0,0,23,0,,,1779,280,280,87,2629,280,0,0,,,0,0,670,0,242,0,670,398,,,TRUE,56,853,,,,,0,0,14,135,,,,,,,,,,,,,873,,3,,n/a,,512K-768Kbps,,Linn Libraries Consortium,Evergreen,,35,2,0,0,52,1800,4886,,783,783,,,0.1,,,0,30,,,,,,,,,,,905,NO,CI,SO,TRUE,CI1,
OR0074,2018,Seaside Public Library,1131 Broadway St,Seaside,97138,1131 Broadway,Seaside,97138,Clatsop,503-738-6742,NONE,1,0,0,6836,,2,3,2.15,23,1561,TRUE,TRUE,,,,,689778,0,0,4933,4933,0,0,20037,0,0,0,0,362513,159350,36000,3000,5031,0,123884,,0,0,0,39198,3628,3567,86,5585,873,115,9,45061,5554,37,11,27310,3943,16,5,,,0,0,,,,1,0,23,0,578,2,61133,15809,3244,1136,20738,5828,0,0,,,7245,0,0,1974,0,1884,0,15000,,,TRUE,138,4235,,,,,54,1158,70,1842,,,,,,,,,,,,,17416,,24,,9139,,11M-100Mbps,,NONE,The Library Corporation (TLC),21304,32,9,12,0,52,2726,218273,,13700,13700,,,0.15,,1,0,50,,,,,,,17.43,24.85,,,6620,NO,CI,SO,TRUE,CI1,
OR0075,2018,Sheridan Public Library,142 NW Yamhill St,Sheridan,97378,PO Box 248,Sheridan,97378,Yamhill,503-843-3420,CCRLS,1,0,0,4130,,0,1,2,5,95,FALSE,FALSE,,,,,243985,0,15255,1050,0,0,0,1264,0,0,0,0,151708,66777,2840,877,0,197,20000,,0,0,1500,13251,898,306,10,2191,217,32,2,45061,5554,609,268,27310,3943,120,217,,,0,0,,,,16,0,23,0,2,0,16274,4322,992,257,4459,1348,21725,0,,,2322,95,4631,14,10919,3,5948,1872,,,TRUE,152,2843,,,,,,,233,1351,,,,,,,,,,,,,3262,,6,,6524,,11M-100Mbps,,CCRLS,SirsiDynix,2604,28,8,5,0,52,2132,26156,,3000,3000,,,0.25,,0.25,return postage,60,,,,,,,,,11.93,13.14,6185,ME,CI,SO,TRUE,CI2,
OR9003,2018,Sherman County Public/school Library,65912 High School Loop,Moro,97039,65912 High School Loop,Moro,97039,Sherman,541-565-3279,NONE,1,0,0,1304,,0,2,2,1,3,FALSE,FALSE,,,,,0,102364,87647,1657,0,0,0,779,0,0,0,0,87214,38357,11120,1062,655,954,23010,,0,0,0,20635,1060,835,33,1033,72,19,19,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,2,0,23,0,0,0,3502,820,786,204,6912,577,,,,,1314,0,1088,585,585,0,0,750,,,TRUE,69,1005,,,,,5,54,64,346,,,,,,,,,,,,,2028,,7,,1144,,1.6M-3.0Mbps,,Sage,Evergreen,2640,42,4,6,0,52,2197,28692,,7280,7280,,,,,,0,0,13.5,15.5,,,,,14.34,16.14,,,1800,NO,CO,SO,TRUE,CO1,
OR0133,2018,Sherwood Public Library,22560 SW Pine St,Sherwood,97140,22560 SW Pine St,Sherwood,97140,Washington,503-625-6688,WCCLS,1,0,0,11152,,6.3,6.3,4.78,107,2310,TRUE,FALSE,,,,,357708,893262,0,3203,0,0,0,28629,0,0,0,0,539049,239104,58355,6548,0,43662,396084,,0,0,0,35848,5235,4450,486,8006,1135,157,39,0,0,62796,22368,0,0,23041,9906,,,0,0,,,,14,1,23,0,628,23127,95191,44800,8234,6052,110397,56394,110,59,,,0,36064,91361,348,151192,635,19794,4277,,,TRUE,436,25512,,,,,68,2676,85,3418,,,,,,,,,,,,,12905,,13,,n/a,,11M-100Mbps,,WCCLS,Polaris,15290,35,13,11,1,52,3010,243727,,14400,14400,,,0.25,,0,0,140,34.58,44.26,,,21.71,27.79,15.74,20.15,11.7,14.98,24222,ME,CI,SO,TRUE,CI1,
OR0078,2018,Silver Falls Library District,410 S Water St,Silverton,97381,410 S Water St,Silverton,97381,Marion,503-873-7633,CCRLS,1,0,0,11042,,4,4,8.1,20,909,TRUE,FALSE,,,,,0,42079,862384,3531,0,0,0,49634,0,0,0,0,562490,221851,64389,6496,2430,29059,139915,,0,0,0,79493,6501,5063,500,6649,881,127,2,45061,5554,609,268,27310,3943,322,217,,,0,0,,,,16,2,23,0,0,5226,88127,28232,11104,3677,58377,18494,0,0,,,15547,661,24320,88,24782,121,22013,6994,,,TRUE,370,8044,,,,,86,1280,72,614,,,,,,,,,,,,,8070,,10,,1601,,6.1M-10Mbps,,CCRLS,SirsiDynix,31323,28,13,11,0,52,2591,105225,,17172,17172,,,0.25,,0.1,1,75,42.55,47.59,24.22,29.93,,,17,23.73,13.78,17.15,20372,ME,LD,SO,TRUE,OTH,
OR0008,2018,Siuslaw Public Library District,1460 9th St,Florence,97439,1460 9th St,Florence,97439,Lane,541-997-3132,NONE,1,1,0,7456,,4,5,5,107,5903,TRUE,FALSE,,,,,0,0,924569,2331,0,9024,0,480515,0,0,0,0,425438,86256,53655,13900,7094,25971,263872,,44769,22661,0,86016,4524,6808,469,9431,1292,1500,500,45061,5554,7492,94,27310,3943,49,49,,,0,0,,,,11,0,23,0,193,8039,124008,10133,3216,400,27106,1408,,,,,19804,438,2415,250,1243,584,0,10010,,,TRUE,326,11202,,,,,13,175,67,2442,,,,,,,,,,,,,22091,,35,,8896,,11M-100Mbps,,Lane Council of Libraries,SirsiDynix,44062,35,9,11,1,52,2810,175115,,20790,21765,,,,,,0,50,,,,,17.79,27.4,14.41,22.18,11.52,17.74,17776,ME,LD,MO,TRUE,OTH,
OR0038,2018,Southern Wasco County Library,507 Grant Ave,Maupin,97037,PO Box 328,Maupin,97037,Wasco,541-395-2208,WCLSD,1,0,0,,,0,1,3,,,,,,,,,,,51925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,,,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5Mbps,,,Evergreen,,24,1,0,0,,1300,,,871,871,,,,,,,,,,,,,,,,,,425,NO,LD,SO,TRUE,CI2,
OR0142,2018,Spray Public/school Library,303 Park Ave,Spray,97874,PO Box 230,Spray,97874,Wheeler,541-468-2226,NONE,1,0,0,157,,0.3,0.3,0.1,1,60,FALSE,FALSE,,,,,0,0,10000,1084,0,0,0,800,0,0,0,0,10800,3000,3000,110,1900,0,0,,0,0,0,12938,153,105,0,240,0,0,0,45061,5554,117,6,27310,3943,0,0,,,0,0,,,,1,0,23,0,0,45,1131,,,,,,,,,,160,0,0,8,0,7,8,665,,,TRUE,4,40,,,,,2,0,1,16,,,,,,,,,,,,,1800,,11,,n/a,,1.5Mbps,,NONE,Follett,,0,0,4,0,50,200,2100,,1000,1000,,,,,0,0,0,10,13.99,0,0,0,0,0,0,0,0,416,ME,SD,SO,TRUE,SD1,
OR0079,2018,Springfield Public Library,225 5th St,Springfield,97477,225 5th St,Springfield,97477,Lane,541-726-3766,NONE,1,0,0,16792,,8,8,6.5,78,7033,TRUE,TRUE,,,,,1752278,0,0,7384,14522,0,0,188638,8000,0,0,0,895476,503967,112490,4836,30810,16550,224147,,0,8000,0,99887,8749,5031,220,6125,630,207,151,45061,5554,94,94,27310,3943,49,49,,,0,0,,,,7,0,23,0,1299,43952,101399,41861,15355,6871,114567,52140,,,,,27423,775,5837,323,2036,50,18145,11440,,,TRUE,295,14716,,,,,70,714,80,1512,,,,,,,,,,,,,21958,,9,,n/a,,1.6M-3.0Mbps,,Lane Council of Libraries,SirsiDynix,65255,35,9,7,1,52,2704,154087,,24910,24910,,,0.25,,0.25,5,90,44.37,62.11,29.75,41.65,23.98,33.58,24.64,34.49,18.27,25.58,60655,ME,CI,SO,TRUE,CI1,
OR0081,2018,St. Helens Public Library,"375 S 18th St, Ste A",St. Helens,97051,"375 S 18th St, Suite A",St. Helens,97051,Columbia,503-397-4544,NONE,1,0,0,2765,,3,3,3,13,541,TRUE,FALSE,,,,,663900,0,0,3907,0,0,0,24148,0,0,0,0,302445,171383,27227,1442,8686,9483,145133,,0,0,0,36867,2602,2888,162,4397,401,35,15,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,2,1,23,0,559,5408,27428,10000,3344,1354,24658,9273,0,0,,,9682,0,0,0,0,11,239,2691,,,TRUE,274,6546,,,,,16,277,167,1703,,,,,,,,,,,,,9452,,15,,n/a,,11M-100Mbps,,NONE,The Library Corporation (TLC),,35,8,4,0,52,2352,54249,,6570,6570,,,0.15,,1,3,40,36.85,44.79,,,22.97,27.15,12.7,15.44,,,13240,NO,CI,SO,TRUE,CI1,
OR0082,2018,Stanfield Public Library,180 West Coe Ave,Stanfield,97875,PO Box 489,Stanfield,97875,Umatilla,541-449-1254,UCSLD,1,0,0,950,,0,0.75,0.5,5,247,FALSE,FALSE,,,,,22000,0,74080,1050,0,0,0,15307,0,0,0,0,38049,26436,4381,318,0,0,25637,,0,13515,0,5715,262,80,0,1274,109,26,0,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,0,0,23,0,0,0,4546,885,56,31,2728,498,0,0,,,928,0,1886,0,728,0,0,1955,,,TRUE,71,1946,,,,,0,0,12,158,,,,,,,,,,,,,777,,2,,760,,3.1M-6.0Mbps,,Sage,Evergreen,,35,5,0,0,52,1944,11612,,3000,3000,,,0.2,,0.2,0,40,,,,,10,12.3,10,12.3,,,3071,ME,CI,SO,TRUE,CI1,
OR0083,2018,Stayton Public Library,515 N First Ave,Stayton,97383,515 N 1st Ave,Stayton,97383,Marion,503-769-3313,CCRLS,1,0,0,10600,,1,1,5.43,39,2453,TRUE,TRUE,,,,,357099,0,82242,1263,0,0,0,37705,57215,0,0,17379,238594,53470,34556,3542,0,10083,107600,,57215,0,17379,47242,3498,2464,166,5408,808,177,13,45061,5554,609,268,27310,3943,322,217,,,0,0,,,,16,1,23,0,5,2665,56072,13722,6529,2369,50192,13283,123,0,,,12420,453,16232,80,17620,72,61308,5488,,,TRUE,387,9942,,,,,29,278,61,1025,,,,,,,,,,,,,11497,,15,,1960,,6.1M-10Mbps,,CCRLS,SirsiDynix,,35,9,6,0,52,2475,83881,,12500,12500,,,0.25,,0.1,as charged by other library / OCLC cost,60,27.95,35.67,,,,,14.34,21.87,13.11,16.73,7770,ME,CI,SO,TRUE,CI2,
OR0084,2018,Sweet Home Public Library,1101 13th Ave,Sweet Home,97386,1101 13th Ave,Sweet Home,97386,Linn,541-367-5007,NONE,1,0,0,2528,,1,1,2,12,1350,TRUE,FALSE,,,,,342695,0,0,1400,0,0,0,19289,0,0,0,0,120958,34906,31436,1200,4115,2100,53526,,0,0,0,31138,2115,1756,141,1682,164,10,10,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,0,0,23,0,0,4032,25795,5840,1527,539,15128,4544,,,,,0,0,1685,0,2721,0,1796,16200,,,TRUE,63,2304,,,,,12,98,6,113,,,,,,,,,,,,,6605,,6,,n/a,,6.1M-10Mbps,,Linn Libraries Consortium,Evergreen,,28,3,5,0,52,1872,56100,,5757,5757,,,0.1,,0.1,0,40,26.24,31.5,,,,,,,16.61,19.43,9090,NO,CI,SO,TRUE,CI1,
OR0085,2018,The Dalles-Wasco County Library,722 Court St,The Dalles,97058,722 Court St,The Dalles,97058,Wasco,541-296-2815,WCLSD,1,0,0,15562,,1,1,10,25,1802,TRUE,TRUE,,,,,0,0,1233315,3264,0,0,0,11050,0,0,0,0,498325,276836,108000,5073,4313,25821,426782,,0,0,85000,55773,6315,4184,370,14086,3793,0,0,45061,5554,0,0,27310,3943,0,0,,,0,0,,,,0,0,23,0,73,2105,138816,33509,2926,774,35310,8293,0,0,,,10479,0,12799,28,7997,156,,7857,,,TRUE,157,2235,,,,,112,726,95,1533,,,,,,,,,,,,,18537,,17,,n/a,,769Kbps-1.4 Mbps,,Sage,Evergreen,,35,15,7,1,52,2912,158723,,17335,17335,,,0.1,,,1,75,36.27,44.6,,,,,17.32,20.68,15.11,18.05,23455,ME,LD,SO,TRUE,CO1,
